,_id,title,New,superhost,guest_favorite,total_rating,total_reviews,final_price_per_night,host_name,coordinates,off_region,search_region,d_aristotelous,d_subway,d_buses,telework,fast_wifi,arr_exp,location,check_in,exp_host,pets,com,cancel,parking,num_characteristics,beds,bathrooms,visitors,baths,bedrooms,studio,n_prop,page
10,6620394197d75a34a3e9739d,Elegant modern 4 -bedroom maisonette.,False,True,True,"4,89",9,73.0,Georgios,"40.668666,22.927052",Stavroupoli,Evosmos,3.9450972571445306,2.707728119139497,2.6125301917392227,False,False,False,False,True,False,False,False,True,True,3,7,0,8,2,4,False,property,6
11,6620394197d75a34a3e9739e,#8 Ioanna apartments 2 bedrooms,False,True,True,"5,0",10,75.0,IoannaApartments,"40.67755,22.9349",Stavroupoli,Stavropoli,4.7297087377299745,3.720951978479717,3.757547360339068,False,False,False,False,True,False,True,False,True,False,3,3,0,6,1,2,False,property,1
12,6620394197d75a34a3e9739f,Comfortable and relaxing apartment near the city center,False,True,False,"4,87",153,53.0,Army & all,"40.64672,22.93388",Ksirokrini,Stavropoli,1.5003081137737946,0.4746006888777207,2.787935287555837,False,False,False,False,True,False,False,False,True,True,3,3,0,5,1,2,False,property,2
13,6620394197d75a34a3e973a0,#Ioanna Apartments | Nikopolis Corner,False,True,False,"4,84",50,43.0,IoannaApartments,"40.68479,22.93149",Stavroupoli,Stavropoli,5.5725866613468,4.498850043667483,4.173244900698578,True,False,False,False,False,False,True,False,True,False,3,2,0,4,1,1,False,property,2
14,6620394197d75a34a3e973a1,Japanese elegance in the heart of Thessaloniki,False,True,False,"4,80",5,44.0,Innovation,"40.647509,22.924463",Ksirokrini,Stavropoli,2.109163657848958,0.5297836113123348,2.0112872422540606,False,False,False,False,True,False,False,False,True,False,3,2,0,3,1,1,False,property,4
15,6620394197d75a34a3e973a2,Next to the train stationT room,False,True,True,"5,0",14,44.0,Evans'Apartments,"40.644,22.933",Ksirokrini,Stavropoli,1.3125869050671695,0.32444942600568744,2.8272623173809706,False,False,False,False,True,False,False,False,True,False,3,2,0,4,1,1,False,property,5
16,6620394197d75a34a3e973a3,WELCOME TO THESSALONIKI (AM00000765004),False,False,True,"4,96",28,90.0,DIMITRIOS,"40.66631,22.93489",Stavroupoli,Menemeni/Ampelokipoi,3.5019405096498804,2.486773411875527,3.0409497556211424,False,False,False,False,True,False,False,False,True,True,3,4,0,5,1,3,False,16,11
17,6620394197d75a34a3e973a4,John Central Suites #3,False,True,True,"4,89",19,45.0,Ioannis,"40.6422,22.9343",Ksirokrini,Menemeni/Ampelokipoi,1.0945659797696639,0.4943431370797456,3.0124755731953425,False,False,False,False,True,False,False,False,True,False,3,2,0,3,1,1,False,6,12
18,6620394197d75a34a3e973a5,Comfortable and bright apartment with 2 bedrooms,False,False,False,"0,0",2,81.0,Aging,"40.644442,22.930136",Ksirokrini,Menemeni/Ampelokipoi,1.5230346546014102,0.08062331157745845,2.5872677963401314,True,False,False,False,False,False,False,False,True,False,2,3,0,5,1,2,False,12,13
19,6620394197d75a34a3e973a6,Lasari Comfort Living - Studio,False,True,True,"5,0",5,58.0,Georgios,"40.645188,22.929987",Ksirokrini,Menemeni/Ampelokipoi,1.5873242110541637,0.11346976849905167,2.5412982127918937,False,False,True,True,False,False,False,False,False,False,3,2,0,4,1,1,False,18,13
20,6620394197d75a34a3e973a7,John Central Suites#8,False,True,True,"4,94",31,45.0,Ioannis,"40.64191,22.93497",Ksirokrini,Menemeni/Ampelokipoi,1.0311719857219679,0.5594219730953529,3.0774754683383168,False,False,False,False,True,False,False,False,True,False,3,1,0,3,1,1,False,13,15
21,6620394197d75a34a3e973a8,Zexis: Railway & Ports Railways #3 overlooking the sea,False,False,False,"5,0",4,28.0,Freedom,"40.64357,22.9309",Ksirokrini,Menemeni/Ampelokipoi,1.4114672636277381,0.1697528766413051,2.68774311065665,False,False,False,False,True,False,False,False,True,False,2,2,0,3,1,1,False,18,15
